dataset,src,run,follower,leader,lane,dt,units,t_start,t_end,duration_s,n_points,is_av_follower,mean_speed,min_gap,mean_gap,max_gap,length_imputed,n_missing_frames,max_gap_frames,coverage,n_collision_frames,split,path
ngsim,final_I80_trajectories-0515pm-0530pm,final_I80_trajectories-0515pm-0530pm,868,856,2.0,0.1,ft,333.0,428.1,95.10000000000002,952,False,14.253876207792018,16.444114699999954,39.79775868319329,82.62029600000001,False,0,0,1.0,0,train,train/ngsim_final_I80_trajectories-0515pm-0530pm_runfinal_I80_trajectories-0515pm-0530pm_f868_l856_00072.csv
ngsim,final_I80_trajectories-0500pm-0515pm,final_I80_trajectories-0500pm-0515pm,1423,1414,4.0,0.1,ft,387.3,446.8,59.5,596,False,14.158341711986578,15.34675430000002,36.83539082231544,67.38326650000002,False,0,0,1.0,0,train,train/ngsim_final_I80_trajectories-0500pm-0515pm_runfinal_I80_trajectories-0500pm-0515pm_f1423_l1414_00073.csv
ngsim,final_I80_trajectories-0500pm-0515pm,final_I80_trajectories-0500pm-0515pm,1839,1830,2.0,0.1,ft,585.1,636.6,51.5,516,False,20.118728186565892,10.974008999999977,30.164761775,68.3425690000001,False,0,0,1.0,0,train,train/ngsim_final_I80_trajectories-0500pm-0515pm_runfinal_I80_trajectories-0500pm-0515pm_f1839_l1830_00074.csv
ngsim,final_I80_trajectories-0400pm-0415pm,final_I80_trajectories-0400pm-0415pm,889,876,3.0,0.1,ft,251.5,308.6,57.10000000000002,572,False,26.204615907517482,50.77642319999991,72.88376379445805,136.28443762999999,False,0,0,1.0,0,train,train/ngsim_final_I80_trajectories-0400pm-0415pm_runfinal_I80_trajectories-0400pm-0415pm_f889_l876_00075.csv
ngsim,final_I80_trajectories-0515pm-0530pm,final_I80_trajectories-0515pm-0530pm,889,880,3.0,0.1,ft,346.1,437.40000000000003,91.30000000000001,914,False,15.20231113941685,16.47631359999998,50.40626384463896,81.17760799999992,False,0,0,1.0,0,train,train/ngsim_final_I80_trajectories-0515pm-0530pm_runfinal_I80_trajectories-0515pm-0530pm_f889_l880_00076.csv
ngsim,final_I80_trajectories-0515pm-0530pm,final_I80_trajectories-0515pm-0530pm,493,484,3.0,0.1,ft,256.40000000000003,311.90000000000003,55.5,556,False,19.851105608109712,17.259929999999983,45.95161918219425,93.21199550000004,False,0,0,1.0,0,train,train/ngsim_final_I80_trajectories-0515pm-0530pm_runfinal_I80_trajectories-0515pm-0530pm_f493_l484_00077.csv
ngsim,final_I80_trajectories-0515pm-0530pm,final_I80_trajectories-0515pm-0530pm,1551,1546,4.0,0.1,ft,589.5,710.5,121.0,1211,False,6.693987088977704,7.090100000000074,17.97101356928158,65.32953270000003,False,0,0,1.0,0,train,train/ngsim_final_I80_trajectories-0515pm-0530pm_runfinal_I80_trajectories-0515pm-0530pm_f1551_l1546_00078.csv
ngsim,final_I80_trajectories-0400pm-0415pm,final_I80_trajectories-0400pm-0415pm,2132,2128,2.0,0.1,ft,638.9000000000001,708.2,69.29999999999995,694,False,22.02287591211239,6.854154400000004,33.49141238402017,65.69636539999996,False,0,0,1.0,0,train,train/ngsim_final_I80_trajectories-0400pm-0415pm_runfinal_I80_trajectories-0400pm-0415pm_f2132_l2128_00079.csv
ngsim,final_I80_trajectories-0500pm-0515pm,final_I80_trajectories-0500pm-0515pm,1574,1566,6.0,0.1,ft,434.1,493.90000000000003,59.80000000000001,599,False,9.886742197629381,11.504411200000026,18.75458688450751,48.416561980000004,False,0,0,1.0,0,train,train/ngsim_final_I80_trajectories-0500pm-0515pm_runfinal_I80_trajectories-0500pm-0515pm_f1574_l1566_00080.csv
ngsim,final_I80_trajectories-0515pm-0530pm,final_I80_trajectories-0515pm-0530pm,1574,1565,5.0,0.1,ft,587.0,740.6,153.60000000000002,1537,False,7.089326766697463,4.76085999999982,15.705712157970067,34.251874,False,0,0,1.0,0,train,train/ngsim_final_I80_trajectories-0515pm-0530pm_runfinal_I80_trajectories-0515pm-0530pm_f1574_l1565_00081.csv
ngsim,final_I80_trajectories-0500pm-0515pm,final_I80_trajectories-0500pm-0515pm,1480,1466,3.0,0.1,ft,436.5,504.8,68.30000000000001,684,False,16.39711073051462,31.49307610000003,56.802502221052634,101.94693500000002,False,0,0,1.0,0,train,train/ngsim_final_I80_trajectories-0500pm-0515pm_runfinal_I80_trajectories-0500pm-0515pm_f1480_l1466_00082.csv
ngsim,final_I80_trajectories-0400pm-0415pm,final_I80_trajectories-0400pm-0415pm,829,818,6.0,0.1,ft,224.9,287.1,62.20000000000002,623,False,24.287385996804172,11.88948899999998,39.82087601093098,83.98321128,False,0,0,1.0,0,train,train/ngsim_final_I80_trajectories-0400pm-0415pm_runfinal_I80_trajectories-0400pm-0415pm_f829_l818_00083.csv
ngsim,final_I80_trajectories-0500pm-0515pm,final_I80_trajectories-0500pm-0515pm,829,822,2.0,0.1,ft,157.60000000000002,227.5,69.89999999999998,700,False,21.17840466775143,16.216385799999966,50.78059718274286,82.69099999999999,False,0,0,1.0,0,train,train/ngsim_final_I80_trajectories-0500pm-0515pm_runfinal_I80_trajectories-0500pm-0515pm_f829_l822_00084.csv
ngsim,final_I80_trajectories-0515pm-0530pm,final_I80_trajectories-0515pm-0530pm,309,302,5.0,0.1,ft,173.10000000000002,227.4,54.29999999999998,544,False,18.416047695716912,23.2826634,51.90358547915441,81.92505902,False,0,0,1.0,0,train,train/ngsim_final_I80_trajectories-0515pm-0530pm_runfinal_I80_trajectories-0515pm-0530pm_f309_l302_00085.csv
ngsim,final_I80_trajectories-0500pm-0515pm,final_I80_trajectories-0500pm-0515pm,610,604,6.0,0.1,ft,72.0,136.4,64.4,645,False,24.523393161441863,6.38197049999992,25.40075118265116,72.24585276,False,0,0,1.0,0,train,train/ngsim_final_I80_trajectories-0500pm-0515pm_runfinal_I80_trajectories-0500pm-0515pm_f610_l604_00086.csv
ngsim,final_I80_trajectories-0515pm-0530pm,final_I80_trajectories-0515pm-0530pm,610,604,6.0,0.1,ft,299.8,353.20000000000005,53.400000000000034,535,False,16.957129034078505,12.014566999999897,39.13048954841121,77.38107899999996,False,0,0,1.0,0,train,train/ngsim_final_I80_trajectories-0515pm-0530pm_runfinal_I80_trajectories-0515pm-0530pm_f610_l604_00087.csv
ngsim,final_I80_trajectories-0400pm-0415pm,final_I80_trajectories-0400pm-0415pm,2013,1965,4.0,0.1,ft,586.4,677.3000000000001,90.90000000000009,910,False,16.45787138147253,13.508890999999926,39.010970109208806,71.173169,False,0,0,1.0,0,train,train/ngsim_final_I80_trajectories-0400pm-0415pm_runfinal_I80_trajectories-0400pm-0415pm_f2013_l1965_00088.csv
ngsim,final_I80_trajectories-0400pm-0415pm,final_I80_trajectories-0400pm-0415pm,469,459,2.0,0.1,ft,144.20000000000002,207.9,63.69999999999999,638,False,24.061451761708465,17.205996599999946,29.153529362084637,43.349623999999906,False,0,0,1.0,0,train,train/ngsim_final_I80_trajectories-0400pm-0415pm_runfinal_I80_trajectories-0400pm-0415pm_f469_l459_00089.csv
ngsim,final_I80_trajectories-0500pm-0515pm,final_I80_trajectories-0500pm-0515pm,846,835,2.0,0.1,ft,162.5,231.8,69.30000000000001,694,False,20.572718079583574,6.212569699999994,62.83957382097982,152.5501849999999,False,0,0,1.0,0,train,train/ngsim_final_I80_trajectories-0500pm-0515pm_runfinal_I80_trajectories-0500pm-0515pm_f846_l835_00090.csv
ngsim,final_I80_trajectories-0500pm-0515pm,final_I80_trajectories-0500pm-0515pm,1380,1376,6.0,0.1,ft,412.90000000000003,463.3,50.39999999999998,505,False,18.28669379134653,11.999975899999935,21.8720709310891,37.64314000000009,False,0,0,1.0,0,train,train/ngsim_final_I80_trajectories-0500pm-0515pm_runfinal_I80_trajectories-0500pm-0515pm_f1380_l1376_00091.csv
ngsim,final_I80_trajectories-0515pm-0530pm,final_I80_trajectories-0515pm-0530pm,1380,1366,3.0,0.1,ft,502.8,584.6,81.80000000000001,819,False,18.3959362529243,25.487795789999996,62.10888114161172,117.84651169999997,False,0,0,1.0,0,train,train/ngsim_final_I80_trajectories-0515pm-0530pm_runfinal_I80_trajectories-0515pm-0530pm_f1380_l1366_00092.csv
ngsim,final_I80_trajectories-0515pm-0530pm,final_I80_trajectories-0515pm-0530pm,198,180,4.0,0.1,ft,122.5,187.0,64.5,646,False,13.37858432443808,32.13050799999998,48.65143771563468,88.89738479999998,False,0,0,1.0,0,train,train/ngsim_final_I80_trajectories-0515pm-0530pm_runfinal_I80_trajectories-0515pm-0530pm_f198_l180_00093.csv
ngsim,final_I80_trajectories-0400pm-0415pm,final_I80_trajectories-0400pm-0415pm,1954,1914,4.0,0.1,ft,597.6,664.2,66.60000000000002,667,False,15.344250368254873,15.523941000000013,45.81731150524738,81.06971900000016,False,0,0,1.0,0,train,train/ngsim_final_I80_trajectories-0400pm-0415pm_runfinal_I80_trajectories-0400pm-0415pm_f1954_l1914_00094.csv
ngsim,final_I80_trajectories-0500pm-0515pm,final_I80_trajectories-0500pm-0515pm,1061,1056,4.0,0.1,ft,254.4,343.90000000000003,89.50000000000003,896,False,17.082594080577007,7.411710999999922,30.784027826562497,59.35180880000003,False,0,0,1.0,0,train,train/ngsim_final_I80_trajectories-0500pm-0515pm_runfinal_I80_trajectories-0500pm-0515pm_f1061_l1056_00095.csv
ngsim,final_I80_trajectories-0515pm-0530pm,final_I80_trajectories-0515pm-0530pm,1061,1042,2.0,0.1,ft,387.6,463.70000000000005,76.10000000000002,762,False,14.550950409030184,11.732454199999989,45.89606920192914,91.94993199999995,False,0,0,1.0,0,train,train/ngsim_final_I80_trajectories-0515pm-0530pm_runfinal_I80_trajectories-0515pm-0530pm_f1061_l1042_00096.csv
ngsim,final_I80_trajectories-0400pm-0415pm,final_I80_trajectories-0400pm-0415pm,2411,2405,2.0,0.1,ft,718.8000000000001,793.8000000000001,75.0,751,False,20.250112277459387,17.87135600000006,52.33430720736351,156.52211705999997,False,0,0,1.0,0,train,train/ngsim_final_I80_trajectories-0400pm-0415pm_runfinal_I80_trajectories-0400pm-0415pm_f2411_l2405_00097.csv
ngsim,final_I80_trajectories-0500pm-0515pm,final_I80_trajectories-0500pm-0515pm,1278,1267,2.0,0.1,ft,330.6,424.70000000000005,94.10000000000002,942,False,16.21747793816985,7.8968979999999185,26.260316872261146,54.611859999999936,False,0,0,1.0,0,train,train/ngsim_final_I80_trajectories-0500pm-0515pm_runfinal_I80_trajectories-0500pm-0515pm_f1278_l1267_00098.csv
ngsim,final_I80_trajectories-0515pm-0530pm,final_I80_trajectories-0515pm-0530pm,1278,1273,2.0,0.1,ft,488.1,543.3000000000001,55.200000000000045,553,False,23.81143543715732,4.296831000000065,25.800283510307413,41.776657999999955,False,0,0,1.0,0,train,train/ngsim_final_I80_trajectories-0515pm-0530pm_runfinal_I80_trajectories-0515pm-0530pm_f1278_l1273_00099.csv
ngsim,final_I80_trajectories-0515pm-0530pm,final_I80_trajectories-0515pm-0530pm,443,415,2.0,0.1,ft,219.70000000000002,278.6,58.900000000000006,590,False,24.86628197074576,65.96164630000006,83.67823838879661,100.82177599999984,False,0,0,1.0,0,train,train/ngsim_final_I80_trajectories-0515pm-0530pm_runfinal_I80_trajectories-0515pm-0530pm_f443_l415_00100.csv
ngsim,final_I80_trajectories-0500pm-0515pm,final_I80_trajectories-0500pm-0515pm,1097,1092,4.0,0.1,ft,268.2,362.40000000000003,94.20000000000005,943,False,16.221240656114524,10.014123000000108,26.76110402127253,41.92929819999996,False,0,0,1.0,0,test,test/ngsim_final_I80_trajectories-0500pm-0515pm_runfinal_I80_trajectories-0500pm-0515pm_f1097_l1092_00001.csv
ngsim,final_I80_trajectories-0515pm-0530pm,final_I80_trajectories-0515pm-0530pm,1097,1089,2.0,0.1,ft,398.1,496.5,98.39999999999998,985,False,15.646264500643655,6.661822769999997,33.47358522155331,70.58854130000005,False,0,0,1.0,0,test,test/ngsim_final_I80_trajectories-0515pm-0530pm_runfinal_I80_trajectories-0515pm-0530pm_f1097_l1089_00002.csv
ngsim,final_I80_trajectories-0400pm-0415pm,final_I80_trajectories-0400pm-0415pm,2853,2842,3.0,0.1,ft,773.7,849.6,75.89999999999998,760,False,19.616278764921052,18.273437999999896,39.326724916802625,66.48351999999996,False,0,0,1.0,0,test,test/ngsim_final_I80_trajectories-0400pm-0415pm_runfinal_I80_trajectories-0400pm-0415pm_f2853_l2842_00003.csv
ngsim,final_I80_trajectories-0400pm-0415pm,final_I80_trajectories-0400pm-0415pm,1542,1544,2.0,0.1,ft,459.20000000000005,517.3000000000001,58.10000000000002,582,False,23.666421431649482,22.06015030000001,38.536610794845366,58.90768999999987,False,0,0,1.0,0,test,test/ngsim_final_I80_trajectories-0400pm-0415pm_runfinal_I80_trajectories-0400pm-0415pm_f1542_l1544_00004.csv
ngsim,final_I80_trajectories-0500pm-0515pm,final_I80_trajectories-0500pm-0515pm,1542,1536,3.0,0.1,ft,446.40000000000003,536.8000000000001,90.40000000000003,905,False,15.368765240752486,5.6780610000000244,24.394916472596684,68.01312900000012,False,0,0,1.0,0,test,test/ngsim_final_I80_trajectories-0500pm-0515pm_runfinal_I80_trajectories-0500pm-0515pm_f1542_l1536_00005.csv
ngsim,final_I80_trajectories-0400pm-0415pm,final_I80_trajectories-0400pm-0415pm,2824,2814,2.0,0.1,ft,766.4000000000001,839.0,72.59999999999991,727,False,20.35825226010179,19.28399870000005,41.61490790075652,82.35323799999988,False,0,0,1.0,0,test,test/ngsim_final_I80_trajectories-0400pm-0415pm_runfinal_I80_trajectories-0400pm-0415pm_f2824_l2814_00006.csv
ngsim,final_I80_trajectories-0400pm-0415pm,final_I80_trajectories-0400pm-0415pm,280,269,4.0,0.1,ft,106.5,162.9,56.400000000000006,565,False,27.548861714247785,14.350568999999904,31.365707708460167,45.6101647,False,0,0,1.0,0,test,test/ngsim_final_I80_trajectories-0400pm-0415pm_runfinal_I80_trajectories-0400pm-0415pm_f280_l269_00007.csv
ngsim,final_I80_trajectories-0515pm-0530pm,final_I80_trajectories-0515pm-0530pm,280,276,2.0,0.1,ft,146.20000000000002,235.3,89.1,892,False,17.322811242639016,2.008077299999986,24.77986336271301,47.60290100000002,False,0,0,1.0,0,test,test/ngsim_final_I80_trajectories-0515pm-0530pm_runfinal_I80_trajectories-0515pm-0530pm_f280_l276_00008.csv
ngsim,final_I80_trajectories-0515pm-0530pm,final_I80_trajectories-0515pm-0530pm,874,868,2.0,0.1,ft,333.0,430.90000000000003,97.90000000000003,980,False,14.423598107891838,2.948274299999934,18.29345723469387,36.23934000000004,False,0,0,1.0,0,test,test/ngsim_final_I80_trajectories-0515pm-0530pm_runfinal_I80_trajectories-0515pm-0530pm_f874_l868_00009.csv
ngsim,final_I80_trajectories-0500pm-0515pm,final_I80_trajectories-0500pm-0515pm,1755,1733,3.0,0.1,ft,543.2,623.9000000000001,80.70000000000005,808,False,19.019419177435644,24.136991000000034,56.019444216262386,112.44471260000007,False,0,0,1.0,0,test,test/ngsim_final_I80_trajectories-0500pm-0515pm_runfinal_I80_trajectories-0500pm-0515pm_f1755_l1733_00010.csv
ngsim,final_I80_trajectories-0400pm-0415pm,final_I80_trajectories-0400pm-0415pm,695,694,2.0,0.1,ft,204.20000000000002,265.3,61.099999999999994,612,False,24.92683673014706,17.6057899,35.22296207746732,67.83968100000011,False,0,0,1.0,0,test,test/ngsim_final_I80_trajectories-0400pm-0415pm_runfinal_I80_trajectories-0400pm-0415pm_f695_l694_00011.csv
ngsim,final_I80_trajectories-0515pm-0530pm,final_I80_trajectories-0515pm-0530pm,403,391,6.0,0.1,ft,175.60000000000002,234.70000000000002,59.099999999999994,592,False,9.918703032670608,10.296944500000063,20.296343842162162,38.55965149999999,False,0,0,1.0,0,test,test/ngsim_final_I80_trajectories-0515pm-0530pm_runfinal_I80_trajectories-0515pm-0530pm_f403_l391_00012.csv
ngsim,final_I80_trajectories-0515pm-0530pm,final_I80_trajectories-0515pm-0530pm,1402,1394,5.0,0.1,ft,560.6,640.3000000000001,79.70000000000005,798,False,7.16762942707644,5.494094000000086,18.887999562656642,92.6238190000001,False,0,0,1.0,0,test,test/ngsim_final_I80_trajectories-0515pm-0530pm_runfinal_I80_trajectories-0515pm-0530pm_f1402_l1394_00013.csv
ngsim,final_I80_trajectories-0400pm-0415pm,final_I80_trajectories-0400pm-0415pm,2358,2352,2.0,0.1,ft,714.1,767.3000000000001,53.200000000000045,533,False,22.381569763902437,19.31526600000002,29.30824118030018,56.816056000000074,False,0,0,1.0,0,test,test/ngsim_final_I80_trajectories-0400pm-0415pm_runfinal_I80_trajectories-0400pm-0415pm_f2358_l2352_00014.csv
ngsim,final_I80_trajectories-0515pm-0530pm,final_I80_trajectories-0515pm-0530pm,696,685,4.0,0.1,ft,289.0,368.90000000000003,79.90000000000003,800,False,14.242081208467503,7.421003999999993,37.1893540552625,61.43091980000004,False,0,0,1.0,0,test,test/ngsim_final_I80_trajectories-0515pm-0530pm_runfinal_I80_trajectories-0515pm-0530pm_f696_l685_00015.csv
ngsim,final_I80_trajectories-0515pm-0530pm,final_I80_trajectories-0515pm-0530pm,1242,1229,2.0,0.1,ft,469.8,533.0,63.19999999999999,633,False,23.972685813301737,32.71306909999996,56.991812805276474,83.88033000000004,False,0,0,1.0,0,test,test/ngsim_final_I80_trajectories-0515pm-0530pm_runfinal_I80_trajectories-0515pm-0530pm_f1242_l1229_00016.csv
ngsim,final_I80_trajectories-0500pm-0515pm,final_I80_trajectories-0500pm-0515pm,1488,1484,5.0,0.1,ft,421.40000000000003,507.20000000000005,85.80000000000001,859,False,17.905642558449358,10.016582999999946,19.18092185284051,33.220830999999954,False,0,0,1.0,0,test,test/ngsim_final_I80_trajectories-0500pm-0515pm_runfinal_I80_trajectories-0500pm-0515pm_f1488_l1484_00017.csv
ngsim,final_I80_trajectories-0515pm-0530pm,final_I80_trajectories-0515pm-0530pm,1488,1483,6.0,0.1,ft,569.0,631.8000000000001,62.80000000000007,629,False,14.221276801966612,11.103146000000105,28.682559498887123,66.961483,False,0,0,1.0,0,test,test/ngsim_final_I80_trajectories-0515pm-0530pm_runfinal_I80_trajectories-0515pm-0530pm_f1488_l1483_00018.csv
ngsim,final_I80_trajectories-0515pm-0530pm,final_I80_trajectories-0515pm-0530pm,58,48,5.0,0.1,ft,72.2,141.6,69.39999999999999,695,False,10.900138415623022,7.1816528000000055,19.044017669280574,49.04997500000009,False,0,0,1.0,0,test,test/ngsim_final_I80_trajectories-0515pm-0530pm_runfinal_I80_trajectories-0515pm-0530pm_f58_l48_00019.csv
ngsim,final_I80_trajectories-0500pm-0515pm,final_I80_trajectories-0500pm-0515pm,1610,1604,3.0,0.1,ft,475.20000000000005,565.5,90.29999999999995,904,False,16.900892124296462,14.652370099999995,29.092362666980083,50.321895,False,0,0,1.0,0,test,test/ngsim_final_I80_trajectories-0500pm-0515pm_runfinal_I80_trajectories-0500pm-0515pm_f1610_l1604_00020.csv
